No.,CASRN,DTXSID,PREFERRED_NAME,Original_SMILES,Original_InChi,Original_InChiKey,Canonical_QSARr,InChIKey_QSARr,Salt_Solvent,fup,log10_fup,tr_tst,outliers
45,94125-34-5,DTXSID9034868,Prosulfuron,Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)[n]c([n]1)OC,"InChI=1S/C15H16F3N5O4S/c1-9-19-12(22-14(20-9)27-2)21-13(24)23-28(25,26)11-6-4-3-5-10(11)7-8-15(16,17)18/h3-6H,7-8H2,1-2H3,(H2,19,20,21,22,23,24)",LTUNNEGNEKBSEH-UHFFFAOYSA-N,CC1N=C(N=C(NC(=O)NS(=O)(=O)C2C=CC=CC=2CCC(F)(F)F)N=1)OC,LTUNNEGNEKBSEH-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
46,97886-45-8,DTXSID9032379,Dithiopyr,CC(C)Cc1c(c([n]c(c1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC,"InChI=1S/C15H16F5NO2S2/c1-6(2)5-7-8(13(22)24-3)10(12(16)17)21-11(15(18,19)20)9(7)14(23)25-4/h6,12H,5H2,1-4H3",YUBJPYNSGLJZPQ-UHFFFAOYSA-N,CC(C)CC1C(=C(N=C(C=1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
47,74115-24-5,DTXSID9023881,Clofentezine,Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl,InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,UXADOQPNKNTIHB-UHFFFAOYSA-N,ClC1C=CC=CC=1C1N=NC(=NN=1)C1=CC=CC=C1Cl,UXADOQPNKNTIHB-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
48,101-05-3,DTXSID9020089,Anilazine,Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)",IMHBYKMAHXWHRP-UHFFFAOYSA-N,ClC1=CC=CC=C1NC1N=C(Cl)N=C(Cl)N=1,IMHBYKMAHXWHRP-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
49,153233-91-1,DTXSID8034586,Etoxazole,CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C,"InChI=1S/C21H23F2NO2/c1-5-25-18-11-13(21(2,3)4)9-10-14(18)17-12-26-20(24-17)19-15(22)7-6-8-16(19)23/h6-11,17H,5,12H2,1-4H3",IXSZQYVWNJNRAL-UHFFFAOYSA-N,CCOC1C=C(C=CC=1C1COC(=N1)C1C(F)=CC=CC=1F)C(C)(C)C,IXSZQYVWNJNRAL-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
50,69327-76-0,DTXSID8034401,Buprofezin,CC(C)(C)N=C1SCN(C(=O)N1C(C)C)c1ccccc1,"InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3",PRLVTUNWOQKEAI-UHFFFAOYSA-N,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)C1C=CC=CC=1,PRLVTUNWOQKEAI-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
51,2971-36-0,DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",Oc1ccc(cc1)C(c1ccc(O)cc1)C(Cl)(Cl)Cl,"InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H",IUGDILGOLSSKNE-UHFFFAOYSA-N,OC1C=CC(=CC=1)C(C1C=CC(O)=CC=1)C(Cl)(Cl)Cl,IUGDILGOLSSKNE-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
52,55-38-9,DTXSID8020620,Fenthion,Cc1cc(ccc1SC)OP(=S)(OC)OC,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",PNVJTZOFSHSLTO-UHFFFAOYSA-N,CC1C=C(C=CC=1SC)OP(=S)(OC)OC,PNVJTZOFSHSLTO-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
53,62924-70-3,DTXSID7032553,Flumetralin,CCN(Cc1c(F)cccc1Cl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C16H12ClF4N3O4/c1-2-22(8-10-11(17)4-3-5-12(10)18)15-13(23(25)26)6-9(16(19,20)21)7-14(15)24(27)28/h3-7H,2,8H2,1H3",PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(CC1C(F)=CC=CC=1Cl)C1C(=CC(=CC=1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,PWNAWOCHVWERAR-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
54,40487-42-1,DTXSID7024245,Pendimethalin,Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3",CHIFOSRWCNZCFN-UHFFFAOYSA-N,CC1C(=C(NC(CC)CC)C(=CC=1C)[N+]([O-])=O)[N+]([O-])=O,CHIFOSRWCNZCFN-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
55,77501-63-4,DTXSID7024160,Lactofen,CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"InChI=1S/C19H15ClF3NO7/c1-3-29-17(25)10(2)30-18(26)13-9-12(5-6-15(13)24(27)28)31-16-7-4-11(8-14(16)20)19(21,22)23/h4-10H,3H2,1-2H3",CONWAEURSVPLRM-UHFFFAOYSA-N,CCOC(=O)C(C)OC(=O)C1C=C(C=CC=1[N+]([O-])=O)OC1C=CC(=CC=1Cl)C(F)(F)F,CONWAEURSVPLRM-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
56,2008-41-5,DTXSID7023936,Butylate,CCSC(=O)N(CC(C)C)CC(C)C,"InChI=1S/C11H23NOS/c1-6-14-11(13)12(7-9(2)3)8-10(4)5/h9-10H,6-8H2,1-5H3",BMTAFVWTTFSTOG-UHFFFAOYSA-N,CCSC(=O)N(CC(C)C)CC(C)C,BMTAFVWTTFSTOG-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
57,56-38-2,DTXSID7021100,Parathion,CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OC1C=CC(=CC=1)[N+]([O-])=O)OCC,LCCNCVORNKJIRZ-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
58,208465-21-8,DTXSID6034712,Mesosulfuron-methyl,CS(=O)(=O)NCc1cc(c(cc1)C(=O)OC)S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"InChI=1S/C17H21N5O9S2/c1-29-13-8-14(30-2)20-16(19-13)21-17(24)22-33(27,28)12-7-10(9-18-32(4,25)26)5-6-11(12)15(23)31-3/h5-8,18H,9H2,1-4H3,(H2,19,20,21,22,24)",NIFKBBMCXCMCAO-UHFFFAOYSA-N,CS(=O)(=O)NCC1=CC(=C(C=C1)C(=O)OC)S(=O)(=O)NC(=O)NC1N=C(C=C(N=1)OC)OC,NIFKBBMCXCMCAO-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
59,7696-12-0,DTXSID6032649,Tetramethrin,CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,"InChI=1S/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3",CXBMCYHAMVGWJQ-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
60,1134-23-2,DTXSID6032356,Cycloate,CCN(C1CCCCC1)C(=O)SCC,"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3",DFCAFRGABIXSDS-UHFFFAOYSA-N,CCN(C1CCCCC1)C(=O)SCC,DFCAFRGABIXSDS-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
61,5598-13-0,DTXSID6032352,Chlorpyrifos-methyl,COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",HRBKVYFZANMGRE-UHFFFAOYSA-N,COP(=S)(OC1=NC(Cl)=C(Cl)C=C1Cl)OC,HRBKVYFZANMGRE-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
62,116714-46-6,DTXSID5034773,Novaluron,O=C(NC(=O)Nc1cc(Cl)c(cc1)OC(F)(F)C(F)OC(F)(F)F)c1c(F)cccc1F,"InChI=1S/C17H9ClF8N2O4/c18-8-6-7(4-5-11(8)31-16(22,23)14(21)32-17(24,25)26)27-15(30)28-13(29)12-9(19)2-1-3-10(12)20/h1-6,14H,(H2,27,28,29,30)",NJPPVKZQTLUDBO-UHFFFAOYSA-N,O=C(NC1=CC(Cl)=C(C=C1)OC(F)(F)C(F)OC(F)(F)F)NC(=O)C1C(F)=CC=CC=1F,NJPPVKZQTLUDBO-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
63,79538-32-2,DTXSID5032577,Tefluthrin,CC1(C)C(/C=C(Cl)/C(F)(F)F)C1C(=O)OCc1c(F)c(F)c(C)c(F)c1F,"InChI=1S/C17H14ClF7O2/c1-6-11(19)13(21)7(14(22)12(6)20)5-27-15(26)10-8(16(10,2)3)4-9(18)17(23,24)25/h4,8,10H,5H2,1-3H3/b9-4-",ZFHGXWPMULPQSE-WTKPLQERSA-N,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OCC1C(F)=C(F)C(C)=C(F)C=1F,ZFHGXWPMULPQSE-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
64,96489-71-3,DTXSID5032573,Pyridaben,CC(C)(C)N1N=CC(SCc2ccc(cc2)C(C)(C)C)=C(Cl)C1=O,"InChI=1S/C19H25ClN2OS/c1-18(2,3)14-9-7-13(8-10-14)12-24-15-11-21-22(19(4,5)6)17(23)16(15)20/h7-11H,12H2,1-6H3",DWFZBUWUXWZWKD-UHFFFAOYSA-N,CC(C)(C)N1N=CC(SCC2C=CC(=CC=2)C(C)(C)C)=C(Cl)C1=O,DWFZBUWUXWZWKD-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
65,2303-17-5,DTXSID5024344,Tri-allate,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,MWBPRDONLNQCFV-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
66,120068-37-3,DTXSID4034609,Fipronil,Nc1c(c(C#N)[n][n]1-c1c(Cl)cc(cc1Cl)C(F)(F)F)S(=O)C(F)(F)F,"InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2H,22H2",ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NC1=C(C(C#N)=NN1C1C(Cl)=CC(=CC=1Cl)C(F)(F)F)S(=O)C(F)(F)F,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
67,122-14-5,DTXSID4032613,Fenitrothion,Cc1cc(ccc1[N+]([O-])=O)OP(=S)(OC)OC,"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3",ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,CC1=CC(=CC=C1[N+]([O-])=O)OP(=S)(OC)OC,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
68,7287-19-6,DTXSID4024272,Prometryn,CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)",AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSC1N=C(NC(C)C)N=C(NC(C)C)N=1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
69,23184-66-9,DTXSID3034402,Butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",HKPHPIREJKHECO-UHFFFAOYSA-N,CCCCOCN(C(=O)CCl)C1C(CC)=CC=CC=1CC,HKPHPIREJKHECO-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
70,2593-15-9,DTXSID3032547,Etridiazole,CCOc1[n]c([n][s]1)C(Cl)(Cl)Cl,"InChI=1S/C5H5Cl3N2OS/c1-2-11-4-9-3(10-12-4)5(6,7)8/h2H2,1H3",KQTVWCSONPJJPE-UHFFFAOYSA-N,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,KQTVWCSONPJJPE-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
71,33629-47-9,DTXSID3032337,Butralin,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,"InChI=1S/C14H21N3O4/c1-6-9(2)15-13-11(16(18)19)7-10(14(3,4)5)8-12(13)17(20)21/h7-9,15H,6H2,1-5H3",SPNQRCTZKIBOAX-UHFFFAOYSA-N,CCC(C)NC1C(=CC(=CC=1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,SPNQRCTZKIBOAX-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
72,1861-40-1,DTXSID3023899,Benfluralin,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",SMDHCQAYESWHAE-UHFFFAOYSA-N,CCCCN(CC)C1C(=CC(=CC=1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,SMDHCQAYESWHAE-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
73,124495-18-7,DTXSID2034881,Quinoxyfen,Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21,InChI=1S/C15H8Cl2FNO/c16-9-7-12(17)15-13(8-9)19-6-5-14(15)20-11-3-1-10(18)2-4-11/h1-8H,WRPIRSINYZBGPK-UHFFFAOYSA-N,FC1C=CC(=CC=1)OC1=CC=NC2=CC(Cl)=CC(Cl)=C12,WRPIRSINYZBGPK-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
74,82-68-8,DTXSID2021105,Pentachloronitrobenzene,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,LKPLKUMXSAEKID-UHFFFAOYSA-N,[O-][N+](=O)C1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,LKPLKUMXSAEKID-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
75,29091-21-2,DTXSID1034210,Prodiamine,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H17F3N4O4/c1-3-5-18(6-4-2)11-9(19(21)22)7-8(13(14,15)16)10(17)12(11)20(23)24/h7H,3-6,17H2,1-2H3",RSVPPPHXAASNOL-UHFFFAOYSA-N,CCCN(CCC)C1C(=CC(=C(N)C=1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,RSVPPPHXAASNOL-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
76,173584-44-6,DTXSID1032690,Indoxacarb,COC(=O)N(c1ccc(cc1)OC(F)(F)F)C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC,"InChI=1S/C22H17ClF3N3O7/c1-33-18(30)21-10-12-9-13(23)3-8-16(12)17(21)27-28(11-35-21)19(31)29(20(32)34-2)14-4-6-15(7-5-14)36-22(24,25)26/h3-9H,10-11H2,1-2H3/t21-/m0/s1",VBCVPMMZEGZULK-NRFANRHFSA-N,COC(=O)N(C1C=CC(=CC=1)OC(F)(F)F)C(=O)N1COC2(CC3C=C(Cl)C=CC=3C2=N1)C(=O)OC,VBCVPMMZEGZULK-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
77,96182-53-5,DTXSID1032482,Tebupirimfos,CCOP(=S)(Oc1c[n]c([n]c1)C(C)(C)C)OC(C)C,"InChI=1S/C13H23N2O3PS/c1-7-16-19(20,17-10(2)3)18-11-8-14-12(15-9-11)13(4,5)6/h8-10H,7H2,1-6H3",AWYOMXWDGWUJHS-UHFFFAOYSA-N,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,AWYOMXWDGWUJHS-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
78,51-03-6,DTXSID1021166,Piperonyl butoxide,CCCc1cc2OCOc2cc1COCCOCCOCCCC,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCC1=CC2OCOC=2C=C1COCCOCCOCCCC,FIPWRIJSWJWJAI-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
79,115-29-7,DTXSID1020560,Endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",RDYMFSUJUZBWLH-UHFFFAOYSA-N,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
80,119168-77-3,DTXSID0034223,Tebufenpyrad,CCc1[n][n](C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,"InChI=1S/C18H24ClN3O/c1-6-14-15(19)16(22(5)21-14)17(23)20-11-12-7-9-13(10-8-12)18(2,3)4/h7-10H,6,11H2,1-5H3,(H,20,23)",ZZYSLNWGKKDOML-UHFFFAOYSA-N,CCC1=NN(C)C(C(=O)NCC2C=CC(=CC=2)C(C)(C)C)=C1Cl,ZZYSLNWGKKDOML-UHFFFAOYSA-N,,0.00125,-2.90308998699194,1,1
81,115-32-2,DTXSID4020450,Dicofol,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",UOAMTSKGCBMZTC-UHFFFAOYSA-N,OC(C1C=CC(Cl)=CC=1)(C1C=CC(Cl)=CC=1)C(Cl)(Cl)Cl,UOAMTSKGCBMZTC-UHFFFAOYSA-N,,0.00125000785,-2.90308725963116,1,1
82,28249-77-6,DTXSID6024337,Thiobencarb,CCN(CC)C(=O)SCc1ccc(Cl)cc1,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCC1C=CC(Cl)=CC=1,QHTQREMOGMZHJV-UHFFFAOYSA-N,,0.0012500094,-2.90308672110972,1,1
83,52645-53-1,DTXSID8022292,Permethrin,CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C1C=C(Cl)Cl)C(=O)OCC1C=CC=C(C=1)OC1C=CC=CC=1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,,0.00125000945,-2.90308670373807,1,1
84,1929-82-4,DTXSID0024216,Nitrapyrin,Clc1cccc([n]1)C(Cl)(Cl)Cl,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",DCUJJWWUNKIJPH-UHFFFAOYSA-N,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,DCUJJWWUNKIJPH-UHFFFAOYSA-N,,0.00125002905,-2.90307989410546,1,1
85,56-72-4,DTXSID2020347,Coumaphos,CC1c2ccc(cc2OC(=O)C=1Cl)OP(=S)(OCC)OCC,"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3",BXNANOICGRISHX-UHFFFAOYSA-N,CC1C2C=CC(=CC=2OC(=O)C=1Cl)OP(=S)(OCC)OCC,BXNANOICGRISHX-UHFFFAOYSA-N,,0.001250145,-2.90303961175375,1,1
86,298-04-4,DTXSID0022018,Disulfoton,CCSCCSP(=S)(OCC)OCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",DOFZAZXDOSGAJZ-UHFFFAOYSA-N,CCSCCSP(=S)(OCC)OCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,,0.001250825,-2.90280344718163,1,1
87,120-32-1,DTXSID5020154,Clorophene,Oc1ccc(Cl)cc1Cc1ccccc1,"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2",NCKMMSIFQUPKCK-UHFFFAOYSA-N,OC1C=CC(Cl)=CC=1CC1C=CC=CC=1,NCKMMSIFQUPKCK-UHFFFAOYSA-N,,0.001251625,-2.90252577082657,1,1
88,153587-01-0,DTXSID80165363,"1,3-dihydro-1-(2-hydroxy-5-(trifluoromethyl)phenyl)-5-(trifluoromethyl)-2H-Benzimidazol-2-one",C1=CC2=C(C=C1C(F)(F)F)NC(=O)N2C3=C(C=CC(=C3)C(F)(F)F)O,"InChI=1S/C15H8F6N2O2/c16-14(17,18)7-1-3-10-9(5-7)22-13(25)23(10)11-6-8(15(19,20)21)2-4-12(11)24/h1-6,24H,(H,22,25)",YLFMCMWKHSDUCT-UHFFFAOYSA-N,OC1C=CC(=CC=1N1C(=O)NC2C=C(C=CC1=2)C(F)(F)F)C(F)(F)F,YLFMCMWKHSDUCT-UHFFFAOYSA-N,,0.0012999999990815,-2.886056648,1,1
89,548792-80-9,?,,COC1=NC(=CN=C1NS(=O)(=O)C2=CC=C(S2)Cl)Br,"InChI=1S/C9H7BrClN3O3S2/c1-17-9-8(12-4-5(10)13-9)14-19(15,16)7-3-2-6(11)18-7/h2-4H,1H3,(H,12,14)",TZYSLHTWOJFPSJ-UHFFFAOYSA-N,COC1=NC(Br)=CN=C1NS(=O)(=O)C1=CC=C(Cl)S1,TZYSLHTWOJFPSJ-UHFFFAOYSA-N,,0.0012999999990815,-2.886056648,1,1
90,CHEMBL1916263,?,,CCC(CC)NC(=O)C1=CN(N=C1NS(=O)(=O)C2=CC=C(C=C2)C)C3=CC=CC=C3,"InChI=1S/C22H26N4O3S/c1-4-17(5-2)23-22(27)20-15-26(18-9-7-6-8-10-18)24-21(20)25-30(28,29)19-13-11-16(3)12-14-19/h6-15,17H,4-5H2,1-3H3,(H,23,27)(H,24,25)",QZDKZPDCVTYPII-UHFFFAOYSA-N,CC1C=CC(=CC=1)S(=O)(=O)NC1=NN(C=C1C(=O)NC(CC)CC)C1C=CC=CC=1,QZDKZPDCVTYPII-UHFFFAOYSA-N,,0.0012999999990815,-2.886056648,1,1
91,3871-99-6| 355-46-4,DTXSID3037709| DTXSID7040150,Potassium perfluorohexanesulfonate,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6HF13O3S.K/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)23(20,21)22;/h(H,20,21,22);/q;+1/p-1",RSCGQEBKFSGWJT-UHFFFAOYSA-M,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QZHDEAJFRJCDMF-UHFFFAOYSA-N,[K+],0.0013419989999996,-2.87224780778462,1,1
92,439085-51-5,DTXSID40195984,Vapendavir,CCOC1=NOC2=C1C=CC(=C2)OCCC3CCN(CC3)C4=NN=C(C=C4)C,"InChI=1S/C21H26N4O3/c1-3-26-21-18-6-5-17(14-19(18)28-24-21)27-13-10-16-8-11-25(12-9-16)20-7-4-15(2)22-23-20/h4-7,14,16H,3,8-13H2,1-2H3",DKSVBVKHUICELN-UHFFFAOYSA-N,CC1C=CC(=NN=1)N1CCC(CCOC2C=CC3=C(C=2)ON=C3OCC)CC1,DKSVBVKHUICELN-UHFFFAOYSA-N,,0.0014000000010372,-2.853871964,1,1
93,CHEMBL1957460,?,,CC1=NC=CC(=C1Cl)C2=CC=C(C=C2)C3=C(C(=O)C4=C(N3)C=CN=C4)C#N,"InChI=1S/C21H13ClN4O/c1-12-19(22)15(6-9-25-12)13-2-4-14(5-3-13)20-16(10-23)21(27)17-11-24-8-7-18(17)26-20/h2-9,11H,1H3,(H,26,27)",CISUHHMWKWDMFJ-UHFFFAOYSA-N,CC1N=CC=C(C=1Cl)C1C=CC(=CC=1)C1=NC2C=CN=CC=2C(=O)C1C#N,SISLQMLCXXZEQA-UHFFFAOYSA-N,,0.0014000000010372,-2.853871964,1,1
94,CHEMBL356687,?,,CN(C)C1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=CC(=CC=C3)Cl,"InChI=1S/C18H17ClN4O/c1-23(2)17-11-16(14-8-3-4-9-15(14)21-17)22-18(24)20-13-7-5-6-12(19)10-13/h3-11H,1-2H3,(H2,20,21,22,24)",VTAYTYHYHJAAJB-UHFFFAOYSA-N,CN(C)C1C=C(NC(=O)NC2=CC(Cl)=CC=C2)C2=CC=CC=C2N=1,VTAYTYHYHJAAJB-UHFFFAOYSA-N,,0.0014000000010372,-2.853871964,1,1
